Customer Age,Product Purchased,Ticket Type,Ticket Subject,Ticket Priority,Ticket Channel,incumplio_sla
34,LG Smart TV,Refund request,Hardware issue,Critical,Email,1
41,GoPro Action Camera,Technical issue,Cancellation request,Low,Email,0
50,LG Smart TV,Product inquiry,Data loss,Medium,Social media,0
52,Dell XPS,Billing inquiry,Product setup,High,Chat,1
38,Microsoft Surface,Cancellation request,Product setup,Critical,Social media,1
38,Microsoft Surface,Refund request,Installation support,Critical,Email,0
30,Google Nest,Refund request,Peripheral compatibility,Medium,Email,0
53,Lenovo ThinkPad,Refund request,Software bug,Medium,Email,0
27,Philips Hue Lights,Technical issue,Delivery problem,Medium,Phone,0
62,Sony 4K HDR TV,Billing inquiry,Network problem,Low,Email,0
29,Microsoft Office,Technical issue,Peripheral compatibility,High,Chat,0
53,LG Washing Machine,Refund request,Battery life,Critical,Chat,1
28,Nest Thermostat,Billing inquiry,Account access,Medium,Phone,1
22,PlayStation,Technical issue,Payment issue,Medium,Chat,0
18,HP Pavilion,Billing inquiry,Product setup,Medium,Email,0
22,Apple AirPods,Billing inquiry,Payment issue,Critical,Chat,0
55,Bose QuietComfort,Product inquiry,Product recommendation,High,Chat,1
64,Apple AirPods,Product inquiry,Data loss,Medium,Email,0
21,Philips Hue Lights,Billing inquiry,Battery life,High,Chat,0
58,Sony 4K HDR TV,Product inquiry,Product compatibility,Critical,Email,0
21,LG Washing Machine,Refund request,Refund request,Critical,Social media,0
52,GoPro Hero,Product inquiry,Software bug,Low,Social media,0
19,Nikon D,Product inquiry,Product setup,Critical,Phone,1
63,Canon DSLR Camera,Refund request,Hardware issue,High,Social media,0
65,Adobe Photoshop,Billing inquiry,Account access,High,Chat,1
65,Nest Thermostat,Product inquiry,Account access,High,Chat,1
42,Nikon D,Product inquiry,Data loss,Medium,Chat,0
59,iPhone,Product inquiry,Account access,Medium,Social media,0
44,Garmin Forerunner,Billing inquiry,Peripheral compatibility,Low,Phone,0
52,Garmin Forerunner,Product inquiry,Delivery problem,High,Social media,0
67,Garmin Forerunner,Technical issue,Cancellation request,Low,Chat,0
45,HP Pavilion,Product inquiry,Product compatibility,High,Email,0
66,Google Pixel,Product inquiry,Display issue,Critical,Phone,1
30,iPhone,Cancellation request,Hardware issue,Critical,Email,1
37,Dyson Vacuum Cleaner,Technical issue,Data loss,Medium,Phone,0
45,Canon EOS,Refund request,Network problem,High,Email,0
69,Fitbit Versa Smartwatch,Product inquiry,Battery life,High,Email,0
42,MacBook Pro,Technical issue,Product recommendation,Low,Chat,0
37,MacBook Pro,Technical issue,Peripheral compatibility,Medium,Email,0
37,Microsoft Surface,Technical issue,Product setup,High,Phone,0
21,Canon EOS,Refund request,Software bug,Medium,Phone,0
41,Roomba Robot Vacuum,Product inquiry,Cancellation request,Medium,Social media,0
42,Asus ROG,Refund request,Delivery problem,High,Email,1
36,Xbox,Billing inquiry,Refund request,High,Phone,1
70,Canon EOS,Cancellation request,Refund request,High,Phone,1
34,Canon DSLR Camera,Product inquiry,Delivery problem,Critical,Phone,0
18,Samsung Soundbar,Cancellation request,Cancellation request,Low,Chat,0
21,Fitbit Versa Smartwatch,Cancellation request,Network problem,Critical,Social media,1
62,GoPro Hero,Technical issue,Delivery problem,Critical,Email,0
52,Google Pixel,Technical issue,Refund request,Critical,Email,1
50,Microsoft Office,Technical issue,Refund request,High,Email,1
25,Sony Xperia,Cancellation request,Product setup,Critical,Social media,1
45,Roomba Robot Vacuum,Billing inquiry,Data loss,High,Email,1
32,iPhone,Billing inquiry,Display issue,High,Email,1
31,Sony PlayStation,Technical issue,Software bug,High,Social media,1
43,Bose QuietComfort,Billing inquiry,Product compatibility,Low,Email,0
70,Nikon D,Billing inquiry,Battery life,High,Social media,1
50,Fitbit Versa Smartwatch,Cancellation request,Battery life,Medium,Phone,0
47,Fitbit Versa Smartwatch,Refund request,Hardware issue,Medium,Email,0
37,Roomba Robot Vacuum,Refund request,Cancellation request,Low,Phone,0
20,Amazon Echo,Technical issue,Software bug,Medium,Social media,1
35,LG Smart TV,Billing inquiry,Battery life,High,Email,1
27,Garmin Forerunner,Technical issue,Installation support,Medium,Phone,0
23,Microsoft Surface,Refund request,Display issue,High,Email,0
66,GoPro Hero,Cancellation request,Product setup,High,Phone,1
25,Microsoft Xbox Controller,Product inquiry,Installation support,Medium,Phone,0
41,Fitbit Charge,Product inquiry,Battery life,Low,Social media,0
59,Microsoft Office,Technical issue,Product recommendation,Low,Social media,0
20,MacBook Pro,Billing inquiry,Delivery problem,High,Phone,0
27,LG OLED,Technical issue,Display issue,Medium,Phone,1
43,Canon EOS,Billing inquiry,Refund request,Critical,Social media,0
36,iPhone,Cancellation request,Delivery problem,High,Email,0
69,Bose QuietComfort,Technical issue,Product recommendation,Low,Phone,0
45,Xbox,Technical issue,Product compatibility,High,Chat,1
30,Nest Thermostat,Technical issue,Hardware issue,Low,Chat,0
43,LG OLED,Cancellation request,Software bug,Critical,Phone,1
37,Apple AirPods,Cancellation request,Product compatibility,High,Email,1
32,LG OLED,Technical issue,Refund request,Critical,Email,1
51,Philips Hue Lights,Technical issue,Product setup,Critical,Social media,0
37,iPhone,Refund request,Product compatibility,High,Email,0
59,Apple AirPods,Cancellation request,Data loss,Critical,Chat,1
27,Nest Thermostat,Billing inquiry,Product compatibility,Low,Chat,0
33,Fitbit Charge,Product inquiry,Product recommendation,High,Social media,0
57,Nest Thermostat,Product inquiry,Software bug,Critical,Email,1
68,Autodesk AutoCAD,Refund request,Product compatibility,Critical,Email,1
41,Amazon Echo,Technical issue,Network problem,Medium,Phone,1
31,HP Pavilion,Technical issue,Refund request,Critical,Social media,1
57,Bose QuietComfort,Refund request,Refund request,Medium,Email,1
39,Canon DSLR Camera,Cancellation request,Hardware issue,Medium,Email,0
39,Sony Xperia,Product inquiry,Display issue,High,Email,0
67,Canon DSLR Camera,Cancellation request,Account access,High,Social media,1
55,Apple AirPods,Refund request,Battery life,Critical,Phone,1
66,Google Pixel,Cancellation request,Product recommendation,Low,Chat,0
59,Google Nest,Billing inquiry,Software bug,Medium,Email,1
53,Microsoft Office,Product inquiry,Product recommendation,Low,Chat,0
38,Samsung Soundbar,Technical issue,Network problem,Medium,Phone,0
37,Asus ROG,Refund request,Product recommendation,High,Social media,0
65,Fitbit Charge,Refund request,Network problem,Medium,Phone,0
33,Samsung Soundbar,Refund request,Refund request,High,Email,0
27,Bose SoundLink Speaker,Technical issue,Software bug,Low,Social media,0
48,GoPro Action Camera,Refund request,Battery life,Critical,Social media,1
54,Xbox,Technical issue,Cancellation request,High,Chat,0
19,PlayStation,Cancellation request,Account access,High,Email,0
31,Roomba Robot Vacuum,Billing inquiry,Account access,Low,Phone,0
46,Nest Thermostat,Cancellation request,Network problem,Low,Social media,0
38,Nest Thermostat,Product inquiry,Battery life,Critical,Social media,1
24,Roomba Robot Vacuum,Technical issue,Software bug,High,Phone,1
46,Samsung Soundbar,Cancellation request,Product recommendation,Critical,Phone,0
24,Bose QuietComfort,Billing inquiry,Network problem,Critical,Phone,1
60,GoPro Hero,Refund request,Peripheral compatibility,Low,Chat,0
28,Nest Thermostat,Billing inquiry,Product recommendation,Low,Phone,0
26,LG OLED,Refund request,Display issue,Low,Email,0
65,Google Pixel,Cancellation request,Software bug,Medium,Chat,1
61,Microsoft Office,Billing inquiry,Product compatibility,High,Email,1
48,Microsoft Xbox Controller,Product inquiry,Data loss,Low,Email,0
68,MacBook Pro,Technical issue,Network problem,Critical,Chat,1
68,Apple AirPods,Product inquiry,Network problem,High,Chat,0
43,Nikon D,Billing inquiry,Account access,High,Social media,1
19,Roomba Robot Vacuum,Product inquiry,Hardware issue,Critical,Email,1
54,GoPro Action Camera,Cancellation request,Payment issue,Medium,Chat,0
59,Microsoft Office,Cancellation request,Product recommendation,Low,Chat,0
29,Garmin Forerunner,Product inquiry,Product setup,Low,Chat,0
38,Nintendo Switch Pro Controller,Product inquiry,Hardware issue,High,Phone,0
43,GoPro Hero,Technical issue,Battery life,High,Chat,0
45,Google Pixel,Cancellation request,Hardware issue,Critical,Email,1
67,Nintendo Switch,Cancellation request,Network problem,Low,Social media,0
64,HP Pavilion,Cancellation request,Account access,Low,Chat,0
49,LG OLED,Refund request,Hardware issue,High,Email,1
54,HP Pavilion,Billing inquiry,Payment issue,Medium,Email,1
60,Samsung Soundbar,Technical issue,Network problem,Medium,Email,1
34,LG Smart TV,Cancellation request,Peripheral compatibility,Medium,Email,0
26,Autodesk AutoCAD,Product inquiry,Data loss,Critical,Phone,1
59,Apple AirPods,Billing inquiry,Software bug,High,Email,1
65,Sony 4K HDR TV,Billing inquiry,Hardware issue,Medium,Phone,1
33,Nest Thermostat,Cancellation request,Account access,Medium,Chat,0
38,Adobe Photoshop,Cancellation request,Data loss,Critical,Social media,1
44,Garmin Forerunner,Billing inquiry,Refund request,Low,Chat,0
20,Lenovo ThinkPad,Billing inquiry,Software bug,Low,Email,0
33,Apple AirPods,Refund request,Battery life,High,Social media,0
69,Lenovo ThinkPad,Technical issue,Software bug,Medium,Email,0
19,Google Pixel,Technical issue,Peripheral compatibility,Low,Social media,0
65,Autodesk AutoCAD,Cancellation request,Delivery problem,High,Phone,0
32,iPhone,Technical issue,Network problem,Medium,Chat,1
64,LG Washing Machine,Technical issue,Display issue,Medium,Email,1
42,Google Pixel,Refund request,Account access,Critical,Email,0
44,Nintendo Switch,Cancellation request,Display issue,High,Chat,0
36,PlayStation,Technical issue,Refund request,Critical,Phone,1
27,Asus ROG,Technical issue,Battery life,High,Email,1
60,Lenovo ThinkPad,Product inquiry,Account access,High,Phone,0
33,LG Washing Machine,Billing inquiry,Cancellation request,Medium,Social media,1
56,LG Washing Machine,Billing inquiry,Battery life,Medium,Chat,0
23,Fitbit Charge,Refund request,Hardware issue,Low,Email,0
43,Nikon D,Product inquiry,Network problem,Medium,Social media,0
45,HP Pavilion,Billing inquiry,Software bug,Low,Email,0
46,Sony 4K HDR TV,Billing inquiry,Software bug,High,Phone,1
60,HP Pavilion,Product inquiry,Product compatibility,Medium,Phone,1
52,Microsoft Office,Cancellation request,Account access,High,Phone,1
42,Autodesk AutoCAD,Refund request,Cancellation request,Critical,Email,0
34,Nest Thermostat,Technical issue,Peripheral compatibility,Critical,Social media,1
65,Samsung Galaxy,Billing inquiry,Software bug,High,Phone,0
35,Fitbit Charge,Technical issue,Product compatibility,High,Social media,0
70,PlayStation,Billing inquiry,Delivery problem,Low,Social media,0
32,Adobe Photoshop,Refund request,Battery life,Medium,Email,1
70,Autodesk AutoCAD,Technical issue,Peripheral compatibility,Medium,Chat,0
31,Fitbit Versa Smartwatch,Refund request,Product setup,High,Social media,0
42,Roomba Robot Vacuum,Cancellation request,Data loss,High,Social media,1
36,MacBook Pro,Product inquiry,Refund request,Low,Social media,0
35,Philips Hue Lights,Technical issue,Display issue,High,Phone,0
48,Sony Xperia,Technical issue,Hardware issue,Critical,Phone,1
35,PlayStation,Refund request,Hardware issue,Low,Social media,0
52,Canon DSLR Camera,Technical issue,Product compatibility,High,Phone,1
23,Sony 4K HDR TV,Cancellation request,Network problem,High,Phone,0
43,Microsoft Office,Refund request,Hardware issue,High,Email,0
25,Fitbit Charge,Product inquiry,Display issue,Critical,Social media,1
65,Nest Thermostat,Billing inquiry,Hardware issue,Medium,Phone,1
55,LG Washing Machine,Product inquiry,Product setup,High,Email,1
31,Sony PlayStation,Technical issue,Account access,Medium,Chat,0
20,Amazon Echo,Cancellation request,Data loss,Critical,Email,0
51,Sony PlayStation,Technical issue,Product setup,Low,Social media,0
30,Roomba Robot Vacuum,Refund request,Network problem,Medium,Phone,0
53,Lenovo ThinkPad,Refund request,Network problem,High,Email,0
34,Bose QuietComfort,Product inquiry,Battery life,Low,Social media,0
26,PlayStation,Billing inquiry,Refund request,Medium,Social media,0
67,Nest Thermostat,Refund request,Product setup,Low,Phone,0
60,Autodesk AutoCAD,Refund request,Hardware issue,Low,Phone,0
19,GoPro Action Camera,Product inquiry,Network problem,Medium,Phone,1
54,HP Pavilion,Cancellation request,Product setup,Low,Social media,0
52,Fitbit Versa Smartwatch,Billing inquiry,Cancellation request,Critical,Email,1
63,Lenovo ThinkPad,Billing inquiry,Peripheral compatibility,Critical,Phone,1
20,Bose SoundLink Speaker,Refund request,Refund request,Medium,Email,0
56,GoPro Hero,Product inquiry,Hardware issue,Critical,Chat,0
46,Dyson Vacuum Cleaner,Billing inquiry,Installation support,Medium,Phone,0
62,Google Pixel,Billing inquiry,Display issue,Critical,Email,1
41,Microsoft Office,Billing inquiry,Hardware issue,Low,Email,0
66,Asus ROG,Billing inquiry,Software bug,Medium,Phone,0
51,Nintendo Switch Pro Controller,Billing inquiry,Cancellation request,Medium,Email,0
60,Bose QuietComfort,Product inquiry,Product compatibility,Critical,Social media,1
51,Canon EOS,Product inquiry,Installation support,High,Phone,1
21,Asus ROG,Refund request,Battery life,Medium,Email,0
61,Google Pixel,Product inquiry,Product setup,Low,Chat,0
53,LG Smart TV,Refund request,Cancellation request,High,Email,1
65,Google Pixel,Billing inquiry,Software bug,High,Phone,1
60,Nest Thermostat,Product inquiry,Peripheral compatibility,Medium,Social media,0
45,Amazon Echo,Refund request,Display issue,Medium,Phone,0
44,Microsoft Xbox Controller,Refund request,Product setup,Critical,Social media,0
34,MacBook Pro,Cancellation request,Installation support,High,Social media,1
34,Garmin Forerunner,Refund request,Software bug,Low,Email,0
34,Google Pixel,Product inquiry,Installation support,Medium,Social media,1
67,Apple AirPods,Technical issue,Refund request,Low,Social media,0
43,Bose SoundLink Speaker,Cancellation request,Product setup,Critical,Social media,1
18,Garmin Forerunner,Billing inquiry,Account access,High,Phone,0
44,Sony PlayStation,Billing inquiry,Hardware issue,High,Chat,1
70,Samsung Galaxy,Technical issue,Software bug,Low,Email,0
44,Nest Thermostat,Cancellation request,Display issue,Critical,Phone,1
44,Nintendo Switch Pro Controller,Billing inquiry,Payment issue,Critical,Phone,0
65,Roomba Robot Vacuum,Billing inquiry,Software bug,Critical,Chat,0
31,Microsoft Xbox Controller,Refund request,Hardware issue,Low,Phone,0
69,HP Pavilion,Refund request,Hardware issue,Low,Email,0
31,Dyson Vacuum Cleaner,Cancellation request,Battery life,Medium,Phone,1
65,Apple AirPods,Technical issue,Delivery problem,High,Social media,1
41,Fitbit Charge,Product inquiry,Product setup,Low,Email,0
20,LG OLED,Billing inquiry,Data loss,Medium,Social media,1
29,Philips Hue Lights,Cancellation request,Network problem,Medium,Social media,1
29,Microsoft Office,Cancellation request,Account access,High,Chat,0
33,Apple AirPods,Cancellation request,Account access,Medium,Social media,0
20,Dell XPS,Technical issue,Network problem,Critical,Email,1
54,Sony Xperia,Technical issue,Account access,High,Phone,1
33,PlayStation,Billing inquiry,Refund request,Critical,Phone,1
64,Canon EOS,Refund request,Delivery problem,High,Email,0
30,Nest Thermostat,Product inquiry,Product recommendation,Critical,Social media,1
52,Bose QuietComfort,Refund request,Refund request,Low,Email,0
70,Dell XPS,Technical issue,Hardware issue,High,Phone,1
27,Amazon Echo,Product inquiry,Product compatibility,Low,Email,0
68,Adobe Photoshop,Refund request,Display issue,Low,Chat,0
31,Asus ROG,Cancellation request,Network problem,Medium,Email,0
60,Roomba Robot Vacuum,Cancellation request,Delivery problem,High,Email,0
35,Apple AirPods,Billing inquiry,Software bug,Low,Social media,0
51,Roomba Robot Vacuum,Refund request,Refund request,Medium,Social media,0
54,Garmin Forerunner,Refund request,Product compatibility,High,Social media,0
56,Fitbit Versa Smartwatch,Technical issue,Display issue,Critical,Phone,1
26,Dyson Vacuum Cleaner,Billing inquiry,Network problem,Medium,Chat,1
56,Asus ROG,Technical issue,Product compatibility,Critical,Chat,1
64,Roomba Robot Vacuum,Product inquiry,Battery life,Low,Social media,0
45,Google Nest,Product inquiry,Software bug,Medium,Phone,0
57,Lenovo ThinkPad,Refund request,Battery life,Medium,Social media,0
58,Adobe Photoshop,Billing inquiry,Product setup,Medium,Email,0
20,Microsoft Xbox Controller,Technical issue,Product compatibility,High,Social media,1
51,LG Smart TV,Billing inquiry,Battery life,High,Social media,0
50,Sony PlayStation,Refund request,Installation support,Medium,Email,0
43,iPhone,Billing inquiry,Refund request,High,Chat,0
44,Samsung Galaxy,Billing inquiry,Display issue,Medium,Chat,0
38,Roomba Robot Vacuum,Billing inquiry,Product setup,Medium,Phone,0
22,LG Smart TV,Technical issue,Delivery problem,High,Phone,1
24,Roomba Robot Vacuum,Product inquiry,Battery life,Low,Chat,0
56,GoPro Action Camera,Technical issue,Delivery problem,Low,Chat,0
45,GoPro Hero,Technical issue,Product compatibility,High,Phone,1
46,Google Nest,Cancellation request,Battery life,High,Social media,1
55,Microsoft Office,Refund request,Display issue,Low,Email,0
30,HP Pavilion,Product inquiry,Peripheral compatibility,Critical,Chat,1
20,Xbox,Technical issue,Product recommendation,Critical,Social media,0
30,Amazon Echo,Refund request,Product recommendation,Medium,Social media,0
28,Dyson Vacuum Cleaner,Technical issue,Account access,Low,Phone,0
49,Dyson Vacuum Cleaner,Cancellation request,Account access,High,Phone,0
20,Apple AirPods,Refund request,Delivery problem,Low,Chat,0
29,PlayStation,Technical issue,Refund request,Low,Social media,0
28,Apple AirPods,Technical issue,Product recommendation,Low,Social media,0
26,Canon DSLR Camera,Billing inquiry,Data loss,Low,Social media,0
53,Canon DSLR Camera,Product inquiry,Product setup,Critical,Social media,1
55,Bose QuietComfort,Technical issue,Display issue,Medium,Chat,1
59,Samsung Galaxy,Cancellation request,Data loss,Critical,Email,1
30,Amazon Kindle,Technical issue,Delivery problem,Medium,Chat,1
68,Nintendo Switch,Billing inquiry,Refund request,Low,Email,0
56,Bose SoundLink Speaker,Product inquiry,Refund request,Medium,Chat,0
42,GoPro Action Camera,Product inquiry,Network problem,High,Phone,1
45,LG Smart TV,Product inquiry,Battery life,High,Chat,1
60,iPhone,Product inquiry,Account access,Medium,Phone,0
56,Canon EOS,Refund request,Product recommendation,Low,Phone,0
48,Samsung Galaxy,Technical issue,Data loss,Medium,Email,0
24,GoPro Hero,Technical issue,Display issue,Medium,Phone,0
27,Fitbit Versa Smartwatch,Technical issue,Data loss,High,Social media,0
22,Nikon D,Cancellation request,Installation support,Medium,Email,0
29,Garmin Forerunner,Cancellation request,Data loss,Medium,Email,0
54,Nikon D,Technical issue,Payment issue,High,Chat,1
55,Canon DSLR Camera,Technical issue,Battery life,Critical,Social media,1
70,iPhone,Refund request,Installation support,Medium,Chat,0
31,Xbox,Billing inquiry,Peripheral compatibility,Critical,Chat,1
52,Dyson Vacuum Cleaner,Technical issue,Battery life,Critical,Phone,1
30,GoPro Action Camera,Cancellation request,Hardware issue,Medium,Email,0
61,Apple AirPods,Cancellation request,Account access,Critical,Social media,0
56,GoPro Hero,Billing inquiry,Product compatibility,Critical,Chat,1
22,Roomba Robot Vacuum,Refund request,Network problem,Medium,Email,0
32,Amazon Kindle,Refund request,Data loss,Low,Email,0
67,Autodesk AutoCAD,Product inquiry,Battery life,Low,Chat,0
51,Dyson Vacuum Cleaner,Technical issue,Display issue,Low,Social media,0
20,Amazon Echo,Product inquiry,Hardware issue,Low,Social media,0
62,Roomba Robot Vacuum,Refund request,Hardware issue,Low,Phone,0
21,Apple AirPods,Billing inquiry,Software bug,Critical,Chat,0
61,GoPro Hero,Product inquiry,Network problem,Critical,Phone,1
30,Bose QuietComfort,Billing inquiry,Product compatibility,Medium,Social media,0
24,Google Pixel,Cancellation request,Payment issue,Critical,Social media,1
57,LG OLED,Product inquiry,Delivery problem,Critical,Social media,1
33,iPhone,Refund request,Refund request,Medium,Phone,0
56,Lenovo ThinkPad,Product inquiry,Cancellation request,Critical,Phone,1
52,Bose QuietComfort,Technical issue,Delivery problem,Critical,Phone,1
41,Bose QuietComfort,Refund request,Payment issue,High,Chat,1
68,Sony PlayStation,Cancellation request,Refund request,High,Chat,1
39,Google Pixel,Refund request,Battery life,Medium,Chat,0
22,Dyson Vacuum Cleaner,Refund request,Hardware issue,Medium,Chat,0
27,Garmin Forerunner,Refund request,Product setup,Low,Email,0
70,GoPro Hero,Technical issue,Hardware issue,Critical,Email,1
55,HP Pavilion,Billing inquiry,Cancellation request,Medium,Phone,1
55,Dyson Vacuum Cleaner,Cancellation request,Software bug,Low,Social media,0
19,Samsung Galaxy,Refund request,Product compatibility,Medium,Chat,0
38,Microsoft Surface,Product inquiry,Hardware issue,High,Phone,0
39,GoPro Hero,Product inquiry,Product recommendation,Critical,Phone,1
69,Adobe Photoshop,Refund request,Battery life,High,Social media,1
34,Roomba Robot Vacuum,Technical issue,Account access,Low,Chat,0
38,LG Smart TV,Product inquiry,Product setup,Critical,Social media,1
70,Dyson Vacuum Cleaner,Cancellation request,Network problem,Critical,Email,1
42,PlayStation,Billing inquiry,Product recommendation,Critical,Email,0
57,Microsoft Office,Technical issue,Account access,Low,Email,0
68,Samsung Soundbar,Billing inquiry,Payment issue,Critical,Phone,1
47,GoPro Hero,Billing inquiry,Network problem,Low,Social media,0
37,Microsoft Surface,Refund request,Account access,Critical,Email,1
61,Dyson Vacuum Cleaner,Technical issue,Product recommendation,Low,Chat,0
18,LG Smart TV,Product inquiry,Battery life,High,Phone,0
27,LG Smart TV,Cancellation request,Product recommendation,Critical,Email,1
44,Amazon Kindle,Technical issue,Cancellation request,Low,Chat,0
19,Canon DSLR Camera,Billing inquiry,Display issue,Critical,Phone,1
70,Canon DSLR Camera,Refund request,Cancellation request,Low,Email,0
27,Microsoft Xbox Controller,Billing inquiry,Installation support,High,Phone,0
57,Sony Xperia,Billing inquiry,Display issue,High,Social media,0
59,Roomba Robot Vacuum,Billing inquiry,Product setup,Low,Social media,0
59,Microsoft Surface,Billing inquiry,Battery life,Medium,Phone,0
19,Nintendo Switch Pro Controller,Cancellation request,Product setup,Low,Email,0
62,iPhone,Billing inquiry,Network problem,Critical,Phone,1
20,Nikon D,Cancellation request,Payment issue,Low,Social media,0
37,Samsung Soundbar,Refund request,Installation support,Critical,Social media,1
38,Sony PlayStation,Refund request,Product setup,High,Email,0
47,Philips Hue Lights,Cancellation request,Delivery problem,Low,Social media,0
53,GoPro Action Camera,Refund request,Product setup,Critical,Chat,1
26,Roomba Robot Vacuum,Product inquiry,Refund request,High,Email,1
42,Microsoft Surface,Product inquiry,Battery life,Medium,Chat,1
48,Microsoft Surface,Billing inquiry,Product recommendation,High,Email,0
44,Roomba Robot Vacuum,Product inquiry,Refund request,Critical,Chat,1
30,LG Washing Machine,Product inquiry,Battery life,High,Email,1
29,Bose SoundLink Speaker,Cancellation request,Installation support,High,Email,0
56,Apple AirPods,Refund request,Payment issue,Critical,Email,1
68,LG OLED,Billing inquiry,Installation support,Low,Chat,0
41,Amazon Echo,Technical issue,Data loss,Critical,Email,1
57,Microsoft Surface,Cancellation request,Payment issue,High,Chat,0
41,Microsoft Surface,Cancellation request,Product setup,High,Email,1
21,Nintendo Switch,Cancellation request,Product compatibility,Critical,Phone,0
25,Nikon D,Refund request,Battery life,High,Email,1
51,Dell XPS,Cancellation request,Product setup,High,Phone,0
52,Amazon Kindle,Refund request,Account access,Critical,Chat,1
40,Google Pixel,Product inquiry,Network problem,Medium,Social media,0
53,Philips Hue Lights,Refund request,Delivery problem,Medium,Email,1
64,LG OLED,Billing inquiry,Data loss,Low,Email,0
46,GoPro Action Camera,Cancellation request,Payment issue,Critical,Email,0
51,LG Smart TV,Cancellation request,Network problem,Low,Chat,0
26,Canon EOS,Technical issue,Display issue,High,Chat,1
53,Xbox,Refund request,Hardware issue,Low,Chat,0
58,Samsung Soundbar,Technical issue,Delivery problem,High,Social media,0
65,LG Smart TV,Product inquiry,Hardware issue,Medium,Phone,0
24,Google Pixel,Billing inquiry,Product setup,Low,Email,0
45,Fitbit Versa Smartwatch,Technical issue,Product recommendation,Low,Email,0
35,Lenovo ThinkPad,Billing inquiry,Peripheral compatibility,Low,Social media,0
38,Sony 4K HDR TV,Product inquiry,Delivery problem,High,Phone,1
46,PlayStation,Billing inquiry,Data loss,Low,Email,0
45,Nintendo Switch Pro Controller,Billing inquiry,Product recommendation,Medium,Phone,0
20,Bose QuietComfort,Product inquiry,Installation support,Critical,Phone,1
26,MacBook Pro,Technical issue,Cancellation request,Critical,Email,0
30,MacBook Pro,Refund request,Display issue,Critical,Chat,1
28,LG Washing Machine,Refund request,Refund request,Medium,Phone,0
69,Nintendo Switch Pro Controller,Cancellation request,Data loss,Medium,Chat,1
33,Samsung Galaxy,Refund request,Product setup,High,Social media,1
59,PlayStation,Billing inquiry,Account access,Critical,Chat,0
68,Sony PlayStation,Billing inquiry,Account access,Low,Email,0
51,Canon DSLR Camera,Technical issue,Software bug,High,Phone,0
63,Nintendo Switch,Cancellation request,Software bug,High,Chat,1
44,Canon DSLR Camera,Product inquiry,Software bug,Low,Chat,0
37,Sony Xperia,Billing inquiry,Peripheral compatibility,High,Social media,1
59,Xbox,Technical issue,Battery life,Critical,Phone,1
68,Amazon Echo,Refund request,Installation support,High,Chat,1
40,Philips Hue Lights,Cancellation request,Product recommendation,Medium,Email,0
50,Bose SoundLink Speaker,Technical issue,Product compatibility,Low,Chat,0
60,Microsoft Xbox Controller,Technical issue,Product setup,Low,Phone,0
23,Lenovo ThinkPad,Technical issue,Data loss,Low,Email,0
19,Canon EOS,Cancellation request,Peripheral compatibility,Critical,Email,0
67,Asus ROG,Technical issue,Product setup,Low,Chat,0
19,GoPro Hero,Refund request,Peripheral compatibility,Critical,Phone,0
64,LG Smart TV,Cancellation request,Product recommendation,Low,Social media,0
56,Garmin Forerunner,Billing inquiry,Network problem,High,Email,1
43,GoPro Hero,Technical issue,Data loss,Medium,Email,0
42,Bose QuietComfort,Technical issue,Hardware issue,High,Chat,0
26,LG Smart TV,Cancellation request,Hardware issue,High,Email,1
38,Dyson Vacuum Cleaner,Technical issue,Data loss,Medium,Social media,0
46,Nest Thermostat,Cancellation request,Display issue,High,Phone,0
42,Google Pixel,Product inquiry,Refund request,Medium,Email,0
68,HP Pavilion,Refund request,Delivery problem,Critical,Chat,0
52,Apple AirPods,Refund request,Product recommendation,High,Email,1
28,Xbox,Cancellation request,Refund request,Medium,Social media,0
68,iPhone,Technical issue,Account access,High,Social media,1
18,Philips Hue Lights,Refund request,Peripheral compatibility,High,Social media,1
44,Fitbit Versa Smartwatch,Technical issue,Hardware issue,Critical,Email,1
51,Autodesk AutoCAD,Refund request,Data loss,Low,Chat,0
62,Samsung Galaxy,Technical issue,Peripheral compatibility,High,Email,1
45,Google Nest,Product inquiry,Delivery problem,Medium,Phone,0
40,Adobe Photoshop,Cancellation request,Refund request,High,Chat,0
46,Nintendo Switch,Cancellation request,Refund request,Medium,Chat,0
54,Garmin Forerunner,Cancellation request,Data loss,High,Email,1
64,Autodesk AutoCAD,Billing inquiry,Network problem,Critical,Email,1
37,GoPro Action Camera,Refund request,Battery life,Low,Chat,0
68,iPhone,Technical issue,Refund request,High,Email,0
45,Dell XPS,Refund request,Display issue,Critical,Chat,1
34,LG Washing Machine,Refund request,Hardware issue,High,Phone,1
69,Google Pixel,Cancellation request,Cancellation request,Critical,Email,1
40,Microsoft Xbox Controller,Cancellation request,Product setup,High,Phone,1
23,Bose SoundLink Speaker,Billing inquiry,Software bug,Critical,Phone,1
69,Sony Xperia,Cancellation request,Cancellation request,High,Email,0
22,Nest Thermostat,Billing inquiry,Product compatibility,Medium,Email,0
60,Microsoft Office,Refund request,Installation support,Low,Chat,0
20,Google Pixel,Product inquiry,Product compatibility,High,Social media,0
27,Sony PlayStation,Refund request,Account access,Critical,Chat,1
63,Nikon D,Product inquiry,Display issue,Medium,Social media,0
23,Nikon D,Technical issue,Display issue,Medium,Social media,1
38,Nest Thermostat,Product inquiry,Display issue,Critical,Email,0
27,Fitbit Charge,Billing inquiry,Product compatibility,Medium,Phone,0
